record_id,Key,ItemType,PublicationYear,Author,title,PublicationTitle,ISBN,ISSN,DOI,Url,abstract,Date,DateAdded,DateModified,AccessDate,Pages,NumPages,Issue,Volume,NumberOfVolumes,JournalAbbreviation,ShortTitle,Series,SeriesNumber,SeriesText,SeriesTitle,Publisher,Place,Language,Rights,Type,Archive,ArchiveLocation,LibraryCatalog,CallNumber,Extra,Notes,FileAttachments,LinkAttachments,ManualTags,AutomaticTags,Editor,SeriesEditor,Translator,Contributor,AttorneyAgent,BookAuthor,CastMember,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,ReviewedAuthor,Scriptwriter,WordsBy,Guest,Number,Edition,RunningTime,Scale,Medium,ArtworkSize,FilingDate,ApplicationNumber,Assignee,IssuingAuthority,Country,MeetingName,ConferenceName,Court,References,Reporter,LegalStatus,PriorityNumbers,ProgrammingLanguage,Version,System,Code,CodeNumber,Section,Session,Committee,History,LegislativeBody,Abstract_Miss,keep,included,asreview_ranking
69,XP38FP5N,journalArticle,2017,"Borovkova, Svetlana; Schmeck, Maren Diane",Electricity Price Modeling with Stochastic Time Change,Energy Economics,,1409883,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1640667&site=ehost-live,"In this paper, we develop a novel approach to electricity price modeling, based on the powerful technique of stochastic time change. This technique allows us to incorporate the characteristic features of electricity prices (such as seasonal volatility, time varying mean reversion and seasonally occurring price spikes) into the model in an elegant and economically justifiable way. The stochastic time change introduces stochastic as well as deterministic (e.g., seasonal) features in the price process' volatility and in the jump component. We specify the base process as a mean reverting jump diffusion and the time change as an absolutely continuous stochastic process with seasonal component. The activity rate of the stochastic time change can be related to the factors that influence supply and demand. Here we use the temperature as a proxy for the demand and hence, as the driving factor of the stochastic time change, and show that this choice leads to realistic price paths. We derive properties of the resulting price process and develop the model calibration procedure. We calibrate the model to the historical EEX power prices and apply it to generating realistic price paths by Monte Carlo simulations. We show that the simulated price process matches the distributional characteristics of the observed electricity prices in periods of both high and low demand.",2017-03,1/25/2023 12:35,1/25/2023 12:35,,51-65,,,63.0,,Energy Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,48
100,WW2NYKUG,journalArticle,2019,"Chen, Zexing; Zhang, Yongjun; Tang, Wenhu; Lin, Xiaoming; Li, Qifeng",Generic modelling and optimal day-ahead dispatch of micro-energy system considering the price-based integrated demand response,Energy,,0360-5442,10.1016/j.energy.2019.04.004,https://www.sciencedirect.com/science/article/pii/S0360544219306176,"As an extension of micro-grid, micro-energy system (MES) is one of the important carriers for energy utilization in the future, and using energy prices as a controllable resource is conducive to improving the optimization potential of MES. Firstly, based on the energy hub model, a generic method for modelling the steady-state energy balance equation of MES is proposed. Then, considering the multi-energy substitution effect in the background of multi-energy coupling, the concept of price-based integrated demand response (P-IDR) is introduced. Meanwhile, based on the price elasticity theory and the discrete choice theory, the energy timing transfer characteristics and energy substitution characteristics in P-IDR is modelled. Furthermore, after taking into account the P-IDR, an MINLP model for day-ahead dispatch of MES is built, and a generalized benders decomposition method is used for solution. Case studies are conducted on an MES to verify the effectiveness of the proposed modelling method. The result shows that it is beneficial to improve renewable energy accommodation and reduce the peak and off-peak difference of energy load when the P-IDR is deployed. In addition, consider the energy substitution characteristics can reduce the userâ€™s cost on energy purchase and be more in line with the userâ€™s rational consumption behaviour.",  6/1/2019,2/22/2023 3:41,2/22/2023 3:55,2023-02-14 11:16:13,171-183,,,176.0,,Energy,,,,,,,,en,,,,,ScienceDirect,,,,,,Energy substitution; Generic modelling; Micro-energy system (MES); Price-based integrated demand response (P-IDR); Renewable energy accommodation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,49
114,T36TEL6F,journalArticle,2010,"Mongelli, Ignazio; Neuwahl, Frederik; Rueda-Cantuche, Jose M.",Integrating a Household Demand System in the Input-Output Framework: Methodological Aspects and Modelling Implications,Economic Systems Research,,9535314,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1147786&site=ehost-live,"In this paper, we argue that an accurate representation of household consumption behaviour is central to the analysis and comparison of policy interventions addressing sustainable consumption. Therefore, we propose to extend an input-output model with a specific household consumption model, at the core of which is a system of equations explaining the allocation of the households' overall expenditure across different purposes, such as buying food, the consumption of fuel for heating, electricity for cooling, education of children, or travelling in terms of total expenditure and relative prices. This paper shows that the integration of a specific module for household consumption in a standard input-output model is an improvement for the analysis of the policies aimed at altering consumer behaviour.",2010-09,1/25/2023 12:35,1/25/2023 12:35,,201-222,,3,22.0,,Economic Systems Research,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Consumer Economics: Empirical Analysis D12; General Equilibrium and Disequilibrium: Input-Output Tables and Analysis D57; Input-Output Models C67; Consumer Economics: Theory D11; Macroeconomics: Consumption; Saving; Wealth E21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,50
180,X8BVYD6G,journalArticle,2013,"Froggatt, Antony",The Climate and Energy Security Implications of Coal Demand and Supply in Asia and Europe,Asia Europe Journal,,16102932,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1397552&site=ehost-live,"The importance of the coal sector is often overlooked by the media when reviewing global energy. This is despite both its importance in many emerging economies and its impact on climate change. The current status and projections for coal use in Asia and Europe vary considerably. In Asia, growth in demand and availability of coal is resulting in its accelerated use. However, despite investment, production cannot keep up with demand, and coal trade in Asia is increasingly affecting international markets. In Europe, the environmental impacts of coal use, particularly CO2 but also particulates, are accelerating the closure of many power stations and delaying new build. Consequently, in most countries its contribution is set to decrease. However, some countries are planning new, large coal stations and are increasing operation prior to closure of some existing stations. The continued use of fossil fuels, especially coal, is resulting in emission levels that in the short term will exceed the internationally agreed climate protection objectives. Therefore, Europe and Asia need to accelerate their co-operation in developing carbon capture and storage and other new technologies and policies in order to minimise the emissions to the greatest extent possible.",2013-09,1/25/2023 12:34,1/25/2023 12:34,,285-303,,3,11.0,,Asia Europe Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Economic Development: Agriculture; Electric Utilities L94; Energy; Environment; Natural Resources; Other Primary Products O13; Energy: Demand and Supply; Prices Q41; Mining, Extraction, and Refining: Hydrocarbon Fuels L71; Climate; Global Warming Q54; Natural Disasters and Their Management; Environmental Economics: Government Policy Q58; Environment P28; Socialist Systems and Transitional Economies: Natural Resources",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,51
8,TA7ICWXT,journalArticle,2013,"Oltra, Christian; Boso, Alex; Espluga, Josep; Prades, Ana",A Qualitative Study of Users' Engagement with Real-Time Feedback from In-House Energy Consumption Displays,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1398630&site=ehost-live,"Recent developments in feedback technologies and smart meters have advanced the introduction of energy consumption displays in the home. This could facilitate a significant amount of energy saving for the maximum number of homeowners. But empirical studies show that achieved savings in electricity consumption from in-house displays range approximately from 0 to 20%. In order to qualitatively explore the factors underlying such variation in the achieved saving, this paper studies how a small sample of householders interacted with the feedback from an energy consumption display. Following a heuristic model based on prior energy-related behavioral research, we explore the effects of the in-home display on household electricity. Results indicate that saving might be moderated by the level of user's engagement with the display, preceded by user's motivation to save energy, prior attitudes and, importantly, the level of involvement generated by the intervention.",2013-10,1/25/2023 12:41,1/25/2023 12:41,,788-792,,,61.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Consumer Economics: Empirical Analysis D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,52
4,YEBYNPPL,journalArticle,1992,"BÃ©langer, Danny; Bernard, Jean-Thomas",A model of the electricity market in the province of QuÃ©bec: Overview and results,Energy Economics,,0140-9883,10.1016/0140-9883(92)90004-W,https://www.sciencedirect.com/science/article/pii/014098839290004W,"This paper presents an overview of the CANREM simulation model which includes a description of its main components and their interrelationships. This description serves to describe the advantages and limitations of the model's use. It also illustrates the model's applicability by presenting the results of two simulations conducted to analyse the Hydro-QuÃ©bec development plan of March 1989. The first one accepts Hydro-QuÃ©bec's electricity demand forecast and derives over time financial implications of this demand. This simulation yields an electricity demand forecast of 1.9% and an average annual price increase of 5.2%. The second simulation takes into account the interaction between electricity price, as determined in the financial submodel, and electricity demand. Despite having the same underlying macroeconomic assumptions, the endogenous demand simulation yields an average annual growth in electricity demand of 2.3% and an average price increase of 5.6% over the simulation period. This translates by 2010 into an increased demand of 18 TWh or 8.8% more than forecasted. To satisfy this demand, energy generation would have to be increased by 21 TWh while peak production capacity would have to be increased by 3893 MW. Finally, for several years, Hydro-QuÃ©bec would have difficulties in reaching the 25% capitalization ratio target.",  4/1/1992,2023-07-02 12:17:00,2023-07-02 12:32:00,2023-02-03 21:36:13,107-118,,2,14.0,,Energy Economics,A model of the electricity market in the province of QuÃ©bec,,,,,,,en,,,,,ScienceDirect,,,,,https://www.sciencedirect.com/science/article/pii/014098839290004W,Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Development plan; Electric demand modelling; Electric utility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,53
27,RRY33IYX,journalArticle,1988,"Reilly, J. M.; Shankle, S. A.",Auxiliary heating in the residential sector,Energy Economics,,0140-9883,10.1016/0140-9883(88)90015-1,https://www.sciencedirect.com/science/article/pii/0140988388900151,"The contribution of auxiliary heating equipment toward meeting residential energy demand is estimated using conditional demand estimation techniques. Auxiliary heating equipment, excluding fireplaces is present in 22% of US single family homes heated primarily with gas, 22% of homes heated primarily with electricity, and 40% of homes heated primarily with oil. Wood stoves are the most prevalent form of auxiliary heating equipment, present in 8% of all single family homes. Among US regions, auxiliary heating equipment contributed as much as 75% of heating requirements in the case of wood stoves in homes in the South heated primarily with oil. The use of auxiliary heating equipment can be seen as a response to fuel price and availability uncertainties, its presence increasing demand price responsiveness.",  1/1/1988,2/22/2023 8:23,2/22/2023 8:41,2023-02-14 09:06:31,29-41,,1,10.0,,Energy Economics,,,,,,,,en,,,,,ScienceDirect,,,,,,Residential energy demand; Conditional demand analysis; Home heating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,54
58,G2CXXXLX,journalArticle,2020,"Shobande, Olatunji Abdul",Does Electricity Use Granger-Cause Mortality?,The Journal of Energy and Development,,0361-4476,,https://www.jstor.org/stable/27107176,"Poor electricity access continues to pose a significant health threat to the global population. The African continent remains the region that is most vulnerable to this threat. This study examines the link between electricity use and health in Africa using the panel vector autoregressiveâ€“vector error correction Granger-causality approach. The findings reveal that shortâ€“ and long-run causalities exist between electricity consumption and health across the panels of seven African countries (Angola, Algeria, Egypt, Gabon, Ghana, Nigeria, and Republic of Congo), but the rate of adjustment to the long-run position is slower. Similarly, the results of the short-run causality reveal the unidirectional causal flow from electricity consumption to mortality, suggesting that an increase in electricity access can reduce mortality outcomes. Therefore, the study recommends the urgent electrification of Africa to avert major public health problems. Similarly, encouraging regional collaboration can help promote electricity access and preserve human life in the region.",2020,2023-03-03 09:18:00,2023-03-03 11:50:00,2023-02-27 13:24:21,265-291,,2023-02-01 00:00:00,46.0,,,,,,,,,,,,,,,JSTOR,,,,,,Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Health Behavior I12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,55
109,KHYD5Y3W,journalArticle,2020,"Kozarcanin, S.; Hanna, R.; Staffell, I.; Gross, R.; Andresen, G. B.",Impact of climate change on the cost-optimal mix of decentralised heat pump and gas boiler technologies in Europe,Energy Policy,,0301-4215,10.1016/j.enpol.2020.111386,https://www.sciencedirect.com/science/article/pii/S0301421520301403,"Residential demands for space heating and hot water account for 31% of the total European energy demand. Space heating is highly dependent on ambient conditions and susceptible to climate change. We adopt a techno-economic standpoint and assess the impact of climate change on decentralised heating demand and the cost-optimal mix of heat pump and gas boiler technologies. Temperature data with high spatial resolution from nine climate models implementing three Representative Concentration Pathways from IPCC are used to estimate climate induced changes in the European demand side for heating. The demand side is modelled by the proxy of heating-degree days. The supply side is modelled by using a screening curve approach to the economics of heat generation. We find that space heating demand decreases by about 16%, 24% and 42% in low, intermediate and extreme global warming scenarios. When considering historic weather data, we find a heterogeneous mix of technologies are cost-optimal, depending on the heating load factor (number of full-load hours per year). Increasing ambient temperatures toward the end-century improve the economic performance of heat pumps in all concentration pathways. Cost optimal technologies broadly correspond to heat markets and policies in Europe, with some exceptions.",  5/1/2020,2/26/2023 9:44,2/26/2023 10:12,2023-02-16 14:51:51,111386,,,140.0,,Energy Policy,,,,,,,,en,,,,,ScienceDirect,,,,,,Climate change; Policy; Cost-optimisation; Decentralised heating; EURO-CORDEX; IPCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,56
127,AH2U8242,journalArticle,1990,"Erfle, Stephen; McMillan, Henry","Media, Political Pressure, and the Firm: The Case of Petroleum Pricing in the Late 1970s",Quarterly Journal of Economics,,335533,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0232411&site=ehost-live,"This paper empirically examines whether major domestic oil companies held down product prices relative to their less visible counterparts during the 1979 oil crisis. The authors compare company prices on unregulated fuel oil with a measure of political pressure--the level of television coverage of the energy crisis. They find that media coverage influenced home heating oil price ratios, but did not influence residual fuel oil price ratios for the same companies. The authors argue that this differential pricing pattern is rational in a politically sensitive period.",1990-02,1/25/2023 12:42,1/27/2023 5:08,,115-134,,1,105.0,,Quarterly Journal of Economics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Energy 7230; Industry Studies--Extractive Industries--Oil, Gas, and Other Fuels 6323; Economics of Regulation 6190",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,57
88,XGIMH5HK,journalArticle,2013,"Yu, Biying; Zhang, Junyi; Fujiwara, Akimasa",Evaluating the direct and indirect rebound effects in household energy consumption behavior: A case study of Beijing,Energy Policy,,0301-4215,10.1016/j.enpol.2013.02.024,https://www.sciencedirect.com/science/article/pii/S0301421513001092,"This paper examines whether increases in energy efficiency of major household items cause additional short-run utilization of these end uses and other end uses for households in Beijing. An integrated model is first developed by combining a Logit model and a resource allocation model, where the former represents the choice of end-use ownership and the latter describes the end-use usage. The rebound effects are finally obtained from calculating the own- and cross-elasticities based on the prediction. The empirical results show that for refrigerators, electric fans, gas showers, TVs, and PCs, no evident rebound occurs; while for air conditioners, clothes washers, microwave ovens, and cars, either a direct rebound effect or an indirect rebound effect exists significantly. The respective average upper bound of direct rebound effects for them are 60.76%, 106.81%, 100.79%, and 33.61%, suggesting a possibility of backfire for the clothes washers and microwave ovens, while the respective upper bound of total rebound effects are 88.95%, 100.36%, 626.58%, and 31.61%. Furthermore, increasing the efficiency of air conditioners and cars can definitely reduce the total household energy consumption during the use phase.",  6/1/2013,2/22/2023 1:47,2/22/2023 1:55,2023-02-22 13:47:02,441-453,,,57.0,,Energy Policy,Evaluating the direct and indirect rebound effects in household energy consumption behavior,,,,,,,en,,,,,ScienceDirect,,,,C:\Users\bhem\Zotero\storage\L67ICCLE\S0301421513001092.html,,,Beijing; Energy behavior; Rebound effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,58
118,7755S4G5,journalArticle,2010,"Pereira, AM; Pereira, RMM","Is fuel-switching a no-regrets environmental policy? VAR evidence on carbon dioxide emissions, energy consumption and economic performance in Portugal",Energy Economics,,,,https://www.sciencedirect.com/science/article/pii/S0140988309001352,"The objective of this paper is to estimate the impact of carbon dioxide emissions from fossil fuel combustion activities on economic activity in Portugal in order to evaluate the economic costs of policies designed to reduce carbon dioxide emissions. We find that energy consumption has a significant impact on macroeconomic activity. In fact, a one ton of oil equivalent permanent reduction in aggregate energy consumption reduces output by â‚¬6340 over the long term, an aggregate impact which hides a wide diversity of effects for different fuel types. More importantly, and since carbon dioxide emissions are linearly related to the amounts of fuel consumed, our results allow us to estimate the costs of reductions in carbon dioxide emissions from different energy sources. We estimate that marginal abatement costs for carbon dioxide are â‚¬45.62 per ton of carbon dioxide per year for coal, â‚¬66.52 for oil, â‚¬91.07 for gas, â‚¬191.13 for electricity and â‚¬254.23 for biomass. An important policy implication is that, once the overall economic costs of reducing carbon dioxide emissions are considered, fuel switching is a no-regrets environmental policy capable of reducing carbon dioxide emissions without jeopardizing economic activity and indeed with the potential for generating favorable economic outcomes.",2010,1/26/2023 1:32,2/27/2023 1:27,,,,Query date: 2023-01-25 11:32:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,59
74,6WG6E8LE,journalArticle,2010,"Yang, Ming",Energy Efficiency Improving Opportunities in a Large Chinese Shoe-Making Enterprise,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1247496&site=ehost-live,"Energy consumption and energy intensity reduction opportunities are quite different from one enterprise to another. It is necessary to understand how much energy is used at individual enterprise, where the most energy is consumed and what the best opportunities are to invest in energy efficiency. Auditing energy efficiency was recently undertaken in one of the top 1,000 largest Chinese enterprises. The objectives of this paper are to fill a gap in the literature of auditing energy efficiency for a Chinese manufacturing enterprise and to share the audited energy efficiency results. This paper concludes that if the enterprise invests $1.9 million to improve energy efficiency, the investment will be recovered in about 18 months. The net present value of the investment would be about $9.8 million at a discount rate of 12%. The investment will reduce a large amount of energy consumption at the enterprise based on its figures in 2008, including 15% of electricity, 40% of fuel oil, and 54% of diesel. Carbon reduction is also very cost-effective. Investment of one dollar in the enterprise will help cut carbon emission by 7.95 kg per year and generate $5.3 net revenue in the economic lifetime of the invested technology.",2010-01,1/25/2023 12:44,1/25/2023 12:44,,452-462,,1,38.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Economic Development: Agriculture; Energy; Environment; Natural Resources; Other Primary Products O13; Energy: Demand and Supply; Prices Q41; Capacity D24; Capital; Capital, Total Factor, and Multifactor Productivity; Cost; Production; Environment P28; Socialist Systems and Transitional Economies: Natural Resources; Choice of Technology O14; Industrialization; Manufacturing and Service Industries; Socialist Enterprises and Their Transitions P31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,60
169,77J8TUHJ,journalArticle,2019,"Davatgaran, Vahid; Saniei, Mohsen; Mortazavi, Seyed Saeidollah",Smart distribution system management considering electrical and thermal demand response of energy hubs,Energy,,0360-5442,10.1016/j.energy.2018.12.005,https://www.sciencedirect.com/science/article/pii/S0360544218323715,"Employing active elements such as energy hubs in energy management of distribution grid requires smart management strategies. In this paper, a demand response strategy for distribution grid management is proposed in which the distribution system operator (DSO) uses the flexibility of energy hubs in a demand response format to improve the operation. Moreover, it also provides benefits for energy hubs. The proposed strategy uses a recursive two-level optimization structure to model the interactions between DSO and energy hubs. As well as electrical loads of energy hubs, thermal loads are considered flexible with thermal constraints. Therefore, the flexibility of energy hubs is increased. Stochastic optimization is integrated into the proposed method to handle the uncertainty of intermittent energies such as wind energy. The strategy is implemented in a 6-bus and 18-bus test systems. The simulation results evaluate the performance of the proposed strategy. The results show that peak loads of energy hub and distribution grid are reduced by 29% and 14% in the 6-bus test system, respectively. Furthermore, the operation cost of the energy hub and distribution grid are reduced by 10% and 14%.", 2/15/2019,2/22/2023 3:19,2/22/2023 3:29,2023-02-14 11:10:28,38-49,,,169.0,,Energy,,,,,,,,en,,,,,ScienceDirect,,,,,,Demand response; Energy hub; Distribution system operator; Stochastic optimization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,61
11,B546INBJ,journalArticle,2012,"Yen, Jeff; Bras, Bert",A System Model for Assessing Vehicle Use-Phase Water Consumption in Urban Mobility Networks,Energy Policy,,3014215,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1342425&site=ehost-live,"Water consumption is emerging as an important issue potentially influencing the composition of future urban transportation networks, especially as projected urban populations are expected to outpace water availability and as alternative fuels and vehicles are being implemented in such regions. National and State policies aimed at reducing dependence on imported fuels and energy can increase local production of fuels and energy, impacting demand on local water resources. This article details the development of a model-based assessment on water consumption and withdrawal pertaining to the use-phase of conventional and alternative transportation modes based on regional energy and fuel production. An extensive literature review details water consumption from fuel extraction, processing, and distribution as well as power plant operations. Using Model-Based Systems Engineering principles and the Systems Modeling Language, a multi-level, multi-modal framework was developed and applied to the Metro Atlanta transportation system consisting of conventional and alternative vehicles across varying conditions. According to the analysis, vehicles powered by locally produced biofuels and electricity (assuming average local grid mix for charging) consume more water than locally refined gasoline and CNG-powered vehicles. Improvements in power plant technologies, electricity generation (e.g., use of solar and wind versus hydro power), and vehicle efficiencies can reduce such water consumption significantly. Total water withdrawal for each vehicle and fuel is significantly greater than water consumption.",2012-12,1/25/2023 12:42,1/25/2023 12:42,,474-492,,1,51.0,,Energy Policy,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Electric Utilities L94; Energy: Demand and Supply; Prices Q41; Renewable Resources and Conservation: Water Q25; Road Maintenance, Transportation Planning R42; Transportation Economics: Government and Private Investment Analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,62
110,CHM47VTN,journalArticle,2020,"Wang, X; Liu, C; Chen, S; Chen, L; Li, K; Liu, N",Impact of coal sector's de-capacity policy on coal price,Applied Energy,,,,https://www.sciencedirect.com/science/article/pii/S0306261920303147,"Coal is the main energy source of China. A decline in coal prices caused by overcapacity not only determines the survival of coal enterprises but also directly affects economic growth, energy security and industrial raw material supply. This study uses the difference-in-differences model to quantitatively evaluate the treatment effect of coal de-capacity policies on coal prices. Empirical results are summarised as follows. Firstly, the de-capacity policy positively influenced coal prices. The de-capacity policies in 2013 and 2016 increased coal price by 3.24% and 3.44%, respectively. Secondly, significant differences in the timeliness of the two de-capacity policies were observed. The effects of the 2013 and 2016 policies were observed in the first and seventh month after promulgation and lasted for 3 and 13 months, respectively. The main reason for this difference is that the latter policy clearly defined the task of de-capacity and its deadline. Thirdly, different de-capacity policy measures had various effects on coal prices. Strengthening the management of coal import and export decelerated the downward trend of coal prices, and restrictions on 276 working days per year boost coal prices. A market-oriented, early warning mechanism for overcapacity should be established considering the importance of policies to the stability of coal price. In addition, the policy should ensure the smooth operation of the coal industry through strict measures and synergy.",2020,1/26/2023 1:33,2/27/2023 2:10,,,,Query date: 2023-01-25 14:07:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,63
71,DVUV8ZVS,journalArticle,2019,"Chiou-Wei, Song-Zan; Chen, Sheng-Hung; Zhu, Zhen","Energy and Agricultural Commodity Markets Interaction: An Analysis of Crude Oil, Natural Gas, Corn, Soybean, and Ethanol Prices",Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1762529&site=ehost-live,"This paper broadens the analysis of the interactions between energy and agricultural commodity markets by focusing on five major commodities: oil, natural gas, soybean, corn, and ethanol, and intends to provide more updated information regarding the degree of the connection among the markets. We estimate a DCC-MGARCH model to accommodate the dynamic and changing degree of interconnections among the five markets with respect to price levels and price volatilities. In doing so, we control for additional economic variables including oil and gas inventories, interest rate spread, exchange rate and economic activities. Our empirical evidence suggests that there are varying degrees of interconnections among the energy and agricultural commodities in the long term as well as the short term, but the interactions among the agricultural commodities and ethanol are generally higher than the interactions between oil and gas and agricultural markets. In addition, we reveal some weak evidence of commodity market speculation. The estimated conditional volatility correlations suggest that volatility spillovers among the markets were time dependent and dynamic.",2019-03,1/25/2023 12:31,1/27/2023 4:59,,265-296,,2,40.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Mining, Extraction, and Refining: Hydrocarbon Fuels L71; Hydrocarbon Resources Q35; Contingent Pricing; Futures Pricing; option pricing G13; Agriculture: Aggregate Supply and Demand Analysis; Prices Q11; Agricultural Finance Q14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,64
59,DXBXHKR9,journalArticle,2021,"Harold, Jason; Bertsch, Valentin; Lawrence, Thomas; Hall, Magie",Drivers of People's Preferences for Spatial Proximity to Energy Infrastructure Technologies: A Cross-Country Analysis,Energy Journal,,1956574,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=1912008&site=ehost-live,"Many countries plan to decarbonise their energy systems by increasing energy efficiency and expanding the use of renewable energy sources (RES). Such actions require significant investments in new energy infrastructures. While people are generally accepting of these infrastructures, opposition sometimes arises when these developments are sited at close proximity to people's residences. Therefore, it is important to understand what actually drives people's preferences for spatial proximity to different energy infrastructure technologies. This study examines the factors influencing people's proximity preferences to a range of different energy technologies using a cross-country econometric analysis of the stated preference data from an unprecedented survey conducted on nationally representative samples of the population in Ireland, the U.S. and Germany. The survey involved more than 4,500 participants in total. This paper presents the data and selected results from a generalised ordered logit model for each energy technology surveyed. These are; wind turbines, solar power technology, biomass power plant, coal-fired power plant and natural gas power plant. The results show that, in general, German and Irish citizens are willing to accept energy infrastructures at smaller distances to their homes than their U.S. counterparts. Moreover, attitudinal factors are found to shape people's preferences more consistently than any of the socio-demographic characteristics.",2021-07,1/25/2023 12:31,1/25/2023 12:31,,69-112,,4,42.0,,Energy Journal,,,,,,,,,,,eoh,,EBSCOhost,,,,,,Alternative Energy Sources Q42; Electric Utilities L94; Consumer Economics: Empirical Analysis D12; State and Local Government: Other Expenditure Categories H76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,65
14,T68Y89EX,journalArticle,1998,"Sickles, Robin C.; Streitwieser, Mary L.","An Analysis of Technology, Productivity, and Regulatory Distortion in the Interstate Natural Gas Transmission Industry: 1977-1985",Journal of Applied Econometrics,,8837252,,https://search.ebscohost.com/login.aspx?direct=true&db=eoh&AN=0476976&site=ehost-live,"The purpose of this paper is to provide the first comprehensive firm level analysis of cost structures and production in the interstate pipeline industry during the transition from price regulation to partial deregulation, 1977-85. The regulatory changes during this period were numerous and complex. We do not attempt to isolate the impact of any single change in regulation; rather, we examine how the regulatory environment, as a whole, affected the industry. Our study is based on a newly constructed panel of twenty-four interstate pipeline firms. We give particular attention to the impact of output change, technical change, scale economies, and non-optimal input allocation on total factor productivity growth and the implication of the 1978 Natural Gas Policy Act partial price decontrol relative to total wellhead price decontrol for residential, commercial, utility, and industrial consumers of natural gas, and for the transport industry itself.",1998-07,1/25/2023 12:44,1/25/2023 12:44,,377-395,,4,13.0,,Journal of Applied Econometrics,,,,,,,,,,,eoh,,EBSCOhost,,,,,,"Mining, Extraction, and Refining: Hydrocarbon Fuels L71; Gas Utilities; Pipelines; Water Utilities L95; Economics of Regulation L51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,66
